ScientificName;AphiaID;Trophy;typeMX;source;sourceType;contributor
Orbulina universa;113460;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Globigerinoides ruber;113444;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Globigerinella siphonifera;113440;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Neogloboquadrina dutertrei;113473;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Pulleniatina obliquiloculata;221331;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Globorotalia menardii;113450;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Globigerinita glutinata;113464;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Akashiwo sanguinea;232546;mixotroph;CM;Leles et al. 2019;review;Lisa
Alexandrium tamarense;109714  ;mixotroph;CM;Jeong et al. 2005;paper;Lisa
Amphidinium carterae;109723;mixotroph;CM;Leles et al. 2019;review;Lisa
Amphidinium poecilochroum;109749;mixotroph;pSNCM;Leles et al. 2017;review;Lisa
Ceratium furca;840627  ;mixotroph;NA;Granéli et al. 1997;paper;Joost
Fragilidium subglobosum;109705;mixotroph;CM;Leles et al. 2019;review;Lisa
Gonyaulax polygramma;110035;mixotroph;CM;Leles et al. 2019;review;Lisa
Gymnodinium aureolum;232716;mixotroph;CM;Leles et al. 2019;review;Lisa
Gymnodinium catenatum;109784;mixotroph;CM;Leles et al. 2019;review;Lisa
Gymnodinium gracilentum;232772;mixotroph;pSNCM;Leles et al. 2017;review;Lisa
Gymnodinium impudicum;232785;mixotroph;CM;Leles et al. 2019;review;Lisa
Gyrodinium dominans;109851  ;phagotroph;NA;Nakamura et al. 1992;paper;Joost
Gyrodinium spirale;109876  ;phagotroph;NA;Hansen 1992;paper;Joost
Heterocapsa triquetra;110153;mixotroph;CM;Leles et al. 2019;review;Lisa
Karlodinium armiger;370510;mixotroph;CM;Leles et al. 2019;review;Lisa
Karlodinium veneficum;233037;mixotroph;CM;Leles et al. 2019;review;Lisa
Oxyrrhis marina;109902  ;phagotroph;NA;Jeong et al. 2007;paper;Joost
Paragymnodinium shiwhaense;761431;mixotroph;CM;Leles et al. 2019;review;Lisa
Polykrikos kofoidii;109899  ;phagotroph;NA;Jeong et al. 2001;paper;Joost
Prorocentrum donghaiense;232308;mixotroph;CM;Leles et al. 2019;review;Lisa
Prorocentrum micans;110303;mixotroph;CM;Leles et al. 2019;review;Lisa
Prorocentrum triestinum;110316;mixotroph;CM;Leles et al. 2019;review;Lisa
Scrippsiella trochoidea;1321853  ;mixotroph;CM;Jeong et al. 2005;paper;Lisa
Karenia brevis;233015;mixotroph;CM;Leles et al. 2019;review;Lisa
Ceratium lineatum;109982  ;phototroph;NA;Granéli et al. 1997;paper;Joost
Heterocapsa rotundata;110152;mixotroph;CM;Leles et al. 2019;review;Lisa
Protoperidinium granii;110223  ;phagotroph;NA;Granéli et al. 1997;paper;Joost
Protoperidinium divergens;110219  ;phagotroph;NA;Granéli et al. 1997;paper;Joost
Protoperidinium bipes;110208  ;phagotroph;NA;Jeong et al. 2010;paper;Joost
Telonema antarcticum;389491  ;phagotroph;NA;Klaveness et al. 2005;paper;Joost
Solenicola setigera;118073  ;phagotroph;NA;Gomez et al. 2011;paper;Joost
Amphilonche elongata;235752;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Sphaerozoum;493491;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Thalassicolla;345885;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Pterocanium praetextum;412998;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Dictyocoryne profunda;412935;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Dictyocoryne truncatum;412936;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Spongaster tetras;412940;mixotroph;eSNCM;Leles et al. 2017;review;Lisa
Acanthochiasma;368427;mixotroph;eSNCM;Decelle 2012;paper;Joost
Acanthoplegma;368432;phagotroph;NA;Decelle 2012;paper;Joost
Dorataspidae ;367338;mixotroph;eSNCM;Decelle 2012;paper;Joost
Diploconidae ;367340;mixotroph;eSNCM;Decelle 2012;paper;Joost
Lithopteridae ;367341;mixotroph;eSNCM;Decelle 2012;paper;Joost
Acanthometridae;235748;mixotroph;eSNCM;Decelle 2012;paper;Joost
Acanthometra;235749;mixotroph;eSNCM;Decelle 2012;paper;Joost
Acanthometron;391880;mixotroph;eSNCM;Decelle 2012;paper;Joost
Acanthostaurus;393198;mixotroph;eSNCM;Decelle 2012;paper;Joost
Phyllostauridae;367335;mixotroph;eSNCM;Decelle 2012;paper;Joost
Stauracanthidae;367336;mixotroph;eSNCM;Decelle 2012;paper;Joost
Polysolenia;412899;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Siphonosphaera socialis;413064;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Disolenia;367319;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Otosphaera;412896;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Collosphaera tuberosa;367318;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Collosphaera huxleyi;493481;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Sphaerozoum punctatum;493492;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Rhaphidozoum;493602;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Collozoum inerme;178830;mixotroph;eSNCM;Biard et al. 2015;paper;Joost
Acanthodesmia vinculata;493675;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Acanthodesmia;235743;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Ceratospyris borealis;412971;phagotroph;NA;Zhang et al. 2018;paper;Joost
Botryostrobus auritus-australis;549438;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Spirocyrtis scalaris;493426;phagotroph;NA;Zhang et al. 2018;paper;Joost
Arachnocorys circumtexta;493515;phagotroph;NA;Zhang et al. 2018;paper;Joost
NA;91896;phagotroph;NA;Zhang et al. 2018;paper;Joost
Lipmanella dictyoceras;413077;phagotroph;NA;Zhang et al. 2018;paper;Joost
Peromelissa;493559;phagotroph;NA;Zhang et al. 2018;paper;Joost
Pseudocubus obeliscus;493567;phagotroph;NA;Zhang et al. 2018;paper;Joost
Callimitra carolotae;493518;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Clathrocanium coarctatum;493527;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Pterocanium korotnevi;412997;phagotroph;NA;Zhang et al. 2018;paper;Joost
Pterocorys;391967;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Theocorythium trachelium;413029;phagotroph;NA;Zhang et al. 2018;paper;Joost
Litharachnium;345839;phagotroph;NA;Zhang et al. 2018;paper;Joost
Eucyrtidium hexagonatum;413008;phagotroph;NA;Zhang et al. 2018;paper;Joost
Lithopera bacca;493651;phagotroph;NA;Zhang et al. 2018;paper;Joost
Spongosphaera streptacantha;493393;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Larcospira quadrangula;412961;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Tetrapyle octacantha;412955;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Larcopyle buetschlii;412959;phagotroph;NA;Zhang et al. 2018;paper;Joost
Hexalonche amphisiphon;493356;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Heliodiscus asteriscus;412928;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Didymocyrtis tetrathalamus;493468;mixotroph;eSNCM;Zhang et al. 2018;paper;Joost
Spongodiscus resurgens;493608;mixotroph;eSNCM;NA;paper;Joost
Spongotrochus glacialis;412949;mixotroph;eSNCM;NA;paper;Joost
Ceratium furca;702196;mixotroph;CM;Smalley et al. 1999;paper;Nikola
Prorocentrum minimum;110304;mixotroph;CM;Stoecker et al. 1997;paper;Nikola
Gymnodinium smaydae;836999;mixotroph;CM;Lee et al. 2014;paper;Nikola
Fragilidium heterolobum;232611;mixotroph;CM;Hansen et al. 2020;book;Per
Alexandrium pseudogonyaulax;109713  ;mixotroph;CM;Hansen et al. 2020;book;Per
Tripos fusus;840626;mixotroph;CM;Hansen et al. 2020;book;Per
Tripos teres;1381154;mixotroph;CM;Hansen et al. 2020;book;Per
Ostreopsis labens;233708;mixotroph;CM;Hansen et al. 2020;book;Per
Ostreopsis heptagona;233707;mixotroph;CM;Hansen et al. 2020;book;Per
Ostreopsis mascarenensis;233711;mixotroph;CM;Hansen et al. 2020;book;Per
Dinophysis acuminata;109603;mixotroph;pSNCM;Hansen et al. 2020;book;Per
Dinophysis acuta;109604;mixotroph;pSNCM;Hansen et al. 2020;book;Per
Moestrupia oblonga;625975;mixotroph;CM;Hansen et al. 2020;book;Per
Karenia papilionacea;246593;mixotroph;CM;Hansen et al. 2020;book;Per
Amphidiniella sedentaria;233845;mixotroph;CM;Hansen et al. 2020;book;Per
Spiniferodinium galeiforme;573781;mixotroph;CM;Hansen et al. 2020;book;Per
Dinophysis norvegica;109637;mixotroph;pSNCM;Hansen et al. 2020;book;Per
Yihiella yeosuensis;1306108;mixotroph;CM;Hansen et al. 2020;book;Per
Alexandrium catenella ;231873 ;mixotroph;CM;Hansen et al. 2020;book;Per
Scrippsiella acuminata;1321853;mixotroph;CM;Hansen et al. 2020;book;Per
Alexandrium minutum;109711 ;mixotroph;CM;Hansen et al. 2020;book;Per
Ansanella granifera;840753;mixotroph;CM;Hansen et al. 2020;book;Per
Akashiwo sanguinea;232546 ;mixotroph;CM;Hansen et al. 2020;book;Per
Grammatodinium tongyeonginum;1306117;mixotroph;CM;Hansen et al. 2020;book;Per
Takayama tasmanica;233086;mixotroph;CM;Hansen et al. 2020;book;Per
Tripos lunula;837229 ;mixotroph;CM;Hansen et al. 2020;book;Per
Testudodinium magnum;1360467;mixotroph;CM;Hansen et al. 2020;book;Per
Barrufeta bravensis;624500;mixotroph;CM;Hansen et al. 2020;book;Per
Tripos muelleri;495363;mixotroph;CM;Hansen et al. 2020;book;Per
Barrufeta resplendens;1371463;mixotroph;CM;Hansen et al. 2020;book;Per
Noctiluca scintillans;109921;mixotroph;eSNCM;Hansen et al. 2020;book;Per
Bispinodinium angelaceum;839135;mixotroph;CM;Hansen et al. 2020;book;Per
